Mag Temperature
8.12000 5845.00927
7.07000 6518.66681
6.43000 5034.24545
9.62000 4771.73566
6.16000 6471.66783
10.71000 4678.83330
7.67000 5944.14961
4.28000 6760.08835
10.90000 4000.13210
10.91000 4212.90514
7.29000 5692.12835
9.55000 4943.40587
9.01000 5123.03778
8.69000 5426.53387
7.21000 5622.29284
9.55000 4625.80967
9.42000 4766.87678
7.37000 6124.56795
11.01000 4175.81301
11.21000 4396.91404
6.76000 6225.70459
4.24000 4499.69561
6.57000 6801.36116
3.70000 4953.91241
8.94000 5439.34553
6.64000 6299.55126
5.77000 6537.67389
10.17000 4740.33850
8.68000 5601.69784
10.03000 4866.08438
3.96000 4554.10736
9.30000 4525.64162
6.88000 6208.59916
7.59000 5629.19386
11.47000 4148.43896
7.74000 5955.82186
7.10000 5959.72356
4.95000 9697.28894
4.27000 4598.64436
11.15000 4139.39746
6.26000 4465.58334
7.53000 5830.07065
6.81000 5720.58540
9.05000 5304.90768
8.28000 5917.10441
9.70000 4388.74077
9.31000 4985.71771
7.04000 5749.34879
8.17000 5341.70865
4.97000 7746.56412
6.24000 6754.96742
7.11000 5717.01162
7.68000 5785.74177
11.98000 3900.33106
10.45000 4246.88284
10.09000 4547.50495
8.65000 5250.70638
7.14000 5796.75614
11.27000 4328.44241
6.06000 4969.76118
8.66000 5401.10255
10.15000 4646.40658
11.78000 3990.08000
7.48000 6038.92779
9.37000 4891.57251
6.89000 5745.73644
11.83000 3934.09814
7.69000 5863.79842
6.73000 6644.39655
9.64000 4943.40587
4.59000 10112.78057
8.93000 5426.53387
12.14000 3793.50649
8.34000 5455.45112
6.47000 6864.30703
7.62000 5391.63116
10.68000 6434.59264
9.43000 5298.82658
9.17000 5487.96948
6.52000 6083.46321
10.72000 3887.62561
10.08000 4840.87544
9.93000 4519.12567
11.84000 4020.39563
8.86000 5670.98353
7.51000 4725.99403
8.94000 5265.64382
9.23000 5103.33154
9.01000 4932.94639
9.97000 4823.39275
7.67000 5822.63199
7.89000 5804.12406
5.00000 9433.58016
9.97000 4742.73818
8.38000 5774.77214
8.28000 5487.96948
8.16000 5771.12550
7.72000 6116.29924
11.85000 3965.17868
